holiday_names,day,month,year,country_cd,country,date,national_cd
'Independence Day' day off,31,7,2028,203,Vanuatu,2028-07-31,VU
Assumption of Mary,15,8,2028,203,Vanuatu,2028-08-15,VU
Constitution Day,5,10,2028,203,Vanuatu,2028-10-05,VU
Unity Day,29,11,2028,203,Vanuatu,2028-11-29,VU
Christmas Day,25,12,2028,203,Vanuatu,2028-12-25,VU
Family Day,26,12,2028,203,Vanuatu,2028-12-26,VU
New Year's Day,1,1,2029,203,Vanuatu,2029-01-01,VU
Father Lini Day,21,2,2029,203,Vanuatu,2029-02-21,VU
Custom Chief's Day,5,3,2029,203,Vanuatu,2029-03-05,VU
Good Friday,30,3,2029,203,Vanuatu,2029-03-30,VU
Easter Monday,2,4,2029,203,Vanuatu,2029-04-02,VU
Labor Day / May Day,1,5,2029,203,Vanuatu,2029-05-01,VU
Ascension Day,10,5,2029,203,Vanuatu,2029-05-10,VU
Children's Day,24,7,2029,203,Vanuatu,2029-07-24,VU
Independence Day,30,7,2029,203,Vanuatu,2029-07-30,VU
Assumption of Mary,15,8,2029,203,Vanuatu,2029-08-15,VU
Constitution Day,5,10,2029,203,Vanuatu,2029-10-05,VU
Unity Day,29,11,2029,203,Vanuatu,2029-11-29,VU
Christmas Day,25,12,2029,203,Vanuatu,2029-12-25,VU
Family Day,26,12,2029,203,Vanuatu,2029-12-26,VU
New Year's Day,1,1,2030,203,Vanuatu,2030-01-01,VU
Father Lini Day,21,2,2030,203,Vanuatu,2030-02-21,VU
Custom Chief's Day,5,3,2030,203,Vanuatu,2030-03-05,VU
Good Friday,19,4,2030,203,Vanuatu,2030-04-19,VU
Easter Monday,22,4,2030,203,Vanuatu,2030-04-22,VU
Labor Day / May Day,1,5,2030,203,Vanuatu,2030-05-01,VU
Ascension Day,30,5,2030,203,Vanuatu,2030-05-30,VU
Children's Day,24,7,2030,203,Vanuatu,2030-07-24,VU
Independence Day,30,7,2030,203,Vanuatu,2030-07-30,VU
Assumption of Mary,15,8,2030,203,Vanuatu,2030-08-15,VU
Constitution Day,5,10,2030,203,Vanuatu,2030-10-05,VU
Unity Day,29,11,2030,203,Vanuatu,2030-11-29,VU
Christmas Day,25,12,2030,203,Vanuatu,2030-12-25,VU
Family Day,26,12,2030,203,Vanuatu,2030-12-26,VU
New Year's Day,1,1,2018,100,Vatican City,2018-01-01,VA
Epiphany,6,1,2018,100,Vatican City,2018-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2018,100,Vatican City,2018-02-11,VA
Anniversary of the election of Pope Francis,13,3,2018,100,Vatican City,2018-03-13,VA
St Joseph's Day,19,3,2018,100,Vatican City,2018-03-19,VA
Good Friday,30,3,2018,100,Vatican City,2018-03-30,VA
Holy Saturday,31,3,2018,100,Vatican City,2018-03-31,VA
Easter Sunday,1,4,2018,100,Vatican City,2018-04-01,VA
Easter Monday,2,4,2018,100,Vatican City,2018-04-02,VA
St George's Feast,23,4,2018,100,Vatican City,2018-04-23,VA
Feast of St Joseph the Worker,1,5,2018,100,Vatican City,2018-05-01,VA
Ascension Day,10,5,2018,100,Vatican City,2018-05-10,VA
Corpus Domini,31,5,2018,100,Vatican City,2018-05-31,VA
The Feasts of Saints Peter and Paul,29,6,2018,100,Vatican City,2018-06-29,VA
Day of the Assumption of Mary,15,8,2018,100,Vatican City,2018-08-15,VA
Assumption Day Holiday,16,8,2018,100,Vatican City,2018-08-16,VA
All Saints' Day,1,11,2018,100,Vatican City,2018-11-01,VA
All Souls' Day,2,11,2018,100,Vatican City,2018-11-02,VA
Feast of the Immaculate Conception,8,12,2018,100,Vatican City,2018-12-08,VA
Christmas Eve,24,12,2018,100,Vatican City,2018-12-24,VA
Christmas Day,25,12,2018,100,Vatican City,2018-12-25,VA
St Stephen's Day,26,12,2018,100,Vatican City,2018-12-26,VA
New Year's Eve,31,12,2018,100,Vatican City,2018-12-31,VA
New Year's Day,1,1,2019,100,Vatican City,2019-01-01,VA
Epiphany,6,1,2019,100,Vatican City,2019-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2019,100,Vatican City,2019-02-11,VA
Anniversary of the election of Pope Francis,13,3,2019,100,Vatican City,2019-03-13,VA
St Joseph's Day,19,3,2019,100,Vatican City,2019-03-19,VA
Good Friday,19,4,2019,100,Vatican City,2019-04-19,VA
Holy Saturday,20,4,2019,100,Vatican City,2019-04-20,VA
Easter Sunday,21,4,2019,100,Vatican City,2019-04-21,VA
Easter Monday,22,4,2019,100,Vatican City,2019-04-22,VA
St George's Feast,23,4,2019,100,Vatican City,2019-04-23,VA
Feast of St Joseph the Worker,1,5,2019,100,Vatican City,2019-05-01,VA
Ascension Day,30,5,2019,100,Vatican City,2019-05-30,VA
Corpus Domini,20,6,2019,100,Vatican City,2019-06-20,VA
The Feasts of Saints Peter and Paul,29,6,2019,100,Vatican City,2019-06-29,VA
Day of the Assumption of Mary,15,8,2019,100,Vatican City,2019-08-15,VA
Assumption Day Holiday,16,8,2019,100,Vatican City,2019-08-16,VA
All Saints' Day,1,11,2019,100,Vatican City,2019-11-01,VA
All Souls' Day,2,11,2019,100,Vatican City,2019-11-02,VA
Feast of the Immaculate Conception,8,12,2019,100,Vatican City,2019-12-08,VA
Christmas Eve,24,12,2019,100,Vatican City,2019-12-24,VA
Christmas Day,25,12,2019,100,Vatican City,2019-12-25,VA
St Stephen's Day,26,12,2019,100,Vatican City,2019-12-26,VA
New Year's Eve,31,12,2019,100,Vatican City,2019-12-31,VA
New Year's Day,1,1,2020,100,Vatican City,2020-01-01,VA
Epiphany,6,1,2020,100,Vatican City,2020-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2020,100,Vatican City,2020-02-11,VA
Anniversary of the election of Pope Francis,13,3,2020,100,Vatican City,2020-03-13,VA
St Joseph's Day,19,3,2020,100,Vatican City,2020-03-19,VA
Good Friday,10,4,2020,100,Vatican City,2020-04-10,VA
Holy Saturday,11,4,2020,100,Vatican City,2020-04-11,VA
Easter Sunday,12,4,2020,100,Vatican City,2020-04-12,VA
Easter Monday,13,4,2020,100,Vatican City,2020-04-13,VA
St George's Feast,23,4,2020,100,Vatican City,2020-04-23,VA
Feast of St Joseph the Worker,1,5,2020,100,Vatican City,2020-05-01,VA
Ascension Day,21,5,2020,100,Vatican City,2020-05-21,VA
Corpus Domini,11,6,2020,100,Vatican City,2020-06-11,VA
The Feasts of Saints Peter and Paul,29,6,2020,100,Vatican City,2020-06-29,VA
Day of the Assumption of Mary,15,8,2020,100,Vatican City,2020-08-15,VA
Assumption Day Holiday,16,8,2020,100,Vatican City,2020-08-16,VA
All Saints' Day,1,11,2020,100,Vatican City,2020-11-01,VA
All Souls' Day,2,11,2020,100,Vatican City,2020-11-02,VA
Feast of the Immaculate Conception,8,12,2020,100,Vatican City,2020-12-08,VA
Christmas Eve,24,12,2020,100,Vatican City,2020-12-24,VA
Christmas Day,25,12,2020,100,Vatican City,2020-12-25,VA
St Stephen's Day,26,12,2020,100,Vatican City,2020-12-26,VA
New Year's Eve,31,12,2020,100,Vatican City,2020-12-31,VA
New Year's Day,1,1,2021,100,Vatican City,2021-01-01,VA
Epiphany,6,1,2021,100,Vatican City,2021-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2021,100,Vatican City,2021-02-11,VA
Anniversary of the election of Pope Francis,13,3,2021,100,Vatican City,2021-03-13,VA
St Joseph's Day,19,3,2021,100,Vatican City,2021-03-19,VA
Good Friday,2,4,2021,100,Vatican City,2021-04-02,VA
Holy Saturday,3,4,2021,100,Vatican City,2021-04-03,VA
Easter Sunday,4,4,2021,100,Vatican City,2021-04-04,VA
Easter Monday,5,4,2021,100,Vatican City,2021-04-05,VA
St George's Feast,23,4,2021,100,Vatican City,2021-04-23,VA
Feast of St Joseph the Worker,1,5,2021,100,Vatican City,2021-05-01,VA
Ascension Day,13,5,2021,100,Vatican City,2021-05-13,VA
Corpus Domini,3,6,2021,100,Vatican City,2021-06-03,VA
The Feasts of Saints Peter and Paul,29,6,2021,100,Vatican City,2021-06-29,VA
Day of the Assumption of Mary,15,8,2021,100,Vatican City,2021-08-15,VA
Assumption Day Holiday,16,8,2021,100,Vatican City,2021-08-16,VA
All Saints' Day,1,11,2021,100,Vatican City,2021-11-01,VA
All Souls' Day,2,11,2021,100,Vatican City,2021-11-02,VA
Feast of the Immaculate Conception,8,12,2021,100,Vatican City,2021-12-08,VA
Christmas Eve,24,12,2021,100,Vatican City,2021-12-24,VA
Christmas Day,25,12,2021,100,Vatican City,2021-12-25,VA
St Stephen's Day,26,12,2021,100,Vatican City,2021-12-26,VA
New Year's Eve,31,12,2021,100,Vatican City,2021-12-31,VA
New Year's Day,1,1,2022,100,Vatican City,2022-01-01,VA
Epiphany,6,1,2022,100,Vatican City,2022-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2022,100,Vatican City,2022-02-11,VA
Anniversary of the election of Pope Francis,13,3,2022,100,Vatican City,2022-03-13,VA
St Joseph's Day,19,3,2022,100,Vatican City,2022-03-19,VA
Good Friday,15,4,2022,100,Vatican City,2022-04-15,VA
Holy Saturday,16,4,2022,100,Vatican City,2022-04-16,VA
Easter Sunday,17,4,2022,100,Vatican City,2022-04-17,VA
Easter Monday,18,4,2022,100,Vatican City,2022-04-18,VA
St George's Feast,23,4,2022,100,Vatican City,2022-04-23,VA
Feast of St Joseph the Worker,1,5,2022,100,Vatican City,2022-05-01,VA
Ascension Day,26,5,2022,100,Vatican City,2022-05-26,VA
Corpus Domini,16,6,2022,100,Vatican City,2022-06-16,VA
The Feasts of Saints Peter and Paul,29,6,2022,100,Vatican City,2022-06-29,VA
Day of the Assumption of Mary,15,8,2022,100,Vatican City,2022-08-15,VA
Assumption Day Holiday,16,8,2022,100,Vatican City,2022-08-16,VA
All Saints' Day,1,11,2022,100,Vatican City,2022-11-01,VA
All Souls' Day,2,11,2022,100,Vatican City,2022-11-02,VA
Feast of the Immaculate Conception,8,12,2022,100,Vatican City,2022-12-08,VA
Christmas Eve,24,12,2022,100,Vatican City,2022-12-24,VA
Christmas Day,25,12,2022,100,Vatican City,2022-12-25,VA
St Stephen's Day,26,12,2022,100,Vatican City,2022-12-26,VA
New Year's Eve,31,12,2022,100,Vatican City,2022-12-31,VA
New Year's Day,1,1,2023,100,Vatican City,2023-01-01,VA
Epiphany,6,1,2023,100,Vatican City,2023-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2023,100,Vatican City,2023-02-11,VA
Anniversary of the election of Pope Francis,13,3,2023,100,Vatican City,2023-03-13,VA
St Joseph's Day,19,3,2023,100,Vatican City,2023-03-19,VA
Good Friday,7,4,2023,100,Vatican City,2023-04-07,VA
Holy Saturday,8,4,2023,100,Vatican City,2023-04-08,VA
Easter Sunday,9,4,2023,100,Vatican City,2023-04-09,VA
Easter Monday,10,4,2023,100,Vatican City,2023-04-10,VA
St George's Feast,23,4,2023,100,Vatican City,2023-04-23,VA
Feast of St Joseph the Worker,1,5,2023,100,Vatican City,2023-05-01,VA
Ascension Day,18,5,2023,100,Vatican City,2023-05-18,VA
Corpus Domini,8,6,2023,100,Vatican City,2023-06-08,VA
The Feasts of Saints Peter and Paul,29,6,2023,100,Vatican City,2023-06-29,VA
Day of the Assumption of Mary,15,8,2023,100,Vatican City,2023-08-15,VA
Assumption Day Holiday,16,8,2023,100,Vatican City,2023-08-16,VA
All Saints' Day,1,11,2023,100,Vatican City,2023-11-01,VA
All Souls' Day,2,11,2023,100,Vatican City,2023-11-02,VA
Feast of the Immaculate Conception,8,12,2023,100,Vatican City,2023-12-08,VA
Christmas Eve,24,12,2023,100,Vatican City,2023-12-24,VA
Christmas Day,25,12,2023,100,Vatican City,2023-12-25,VA
St Stephen's Day,26,12,2023,100,Vatican City,2023-12-26,VA
New Year's Eve,31,12,2023,100,Vatican City,2023-12-31,VA
New Year's Day,1,1,2024,100,Vatican City,2024-01-01,VA
Epiphany,6,1,2024,100,Vatican City,2024-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2024,100,Vatican City,2024-02-11,VA
Anniversary of the election of Pope Francis,13,3,2024,100,Vatican City,2024-03-13,VA
St Joseph's Day,19,3,2024,100,Vatican City,2024-03-19,VA
Good Friday,29,3,2024,100,Vatican City,2024-03-29,VA
Holy Saturday,30,3,2024,100,Vatican City,2024-03-30,VA
Easter Sunday,31,3,2024,100,Vatican City,2024-03-31,VA
Easter Monday,1,4,2024,100,Vatican City,2024-04-01,VA
St George's Feast,23,4,2024,100,Vatican City,2024-04-23,VA
Feast of St Joseph the Worker,1,5,2024,100,Vatican City,2024-05-01,VA
Ascension Day,9,5,2024,100,Vatican City,2024-05-09,VA
Corpus Domini,30,5,2024,100,Vatican City,2024-05-30,VA
The Feasts of Saints Peter and Paul,29,6,2024,100,Vatican City,2024-06-29,VA
Day of the Assumption of Mary,15,8,2024,100,Vatican City,2024-08-15,VA
Assumption Day Holiday,16,8,2024,100,Vatican City,2024-08-16,VA
All Saints' Day,1,11,2024,100,Vatican City,2024-11-01,VA
All Souls' Day,2,11,2024,100,Vatican City,2024-11-02,VA
Feast of the Immaculate Conception,8,12,2024,100,Vatican City,2024-12-08,VA
Christmas Eve,24,12,2024,100,Vatican City,2024-12-24,VA
Christmas Day,25,12,2024,100,Vatican City,2024-12-25,VA
St Stephen's Day,26,12,2024,100,Vatican City,2024-12-26,VA
New Year's Eve,31,12,2024,100,Vatican City,2024-12-31,VA
New Year's Day,1,1,2025,100,Vatican City,2025-01-01,VA
Epiphany,6,1,2025,100,Vatican City,2025-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2025,100,Vatican City,2025-02-11,VA
Anniversary of the election of Pope Francis,13,3,2025,100,Vatican City,2025-03-13,VA
St Joseph's Day,19,3,2025,100,Vatican City,2025-03-19,VA
Good Friday,18,4,2025,100,Vatican City,2025-04-18,VA
Holy Saturday,19,4,2025,100,Vatican City,2025-04-19,VA
Easter Sunday,20,4,2025,100,Vatican City,2025-04-20,VA
Easter Monday,21,4,2025,100,Vatican City,2025-04-21,VA
St George's Feast,23,4,2025,100,Vatican City,2025-04-23,VA
Feast of St Joseph the Worker,1,5,2025,100,Vatican City,2025-05-01,VA
Ascension Day,29,5,2025,100,Vatican City,2025-05-29,VA
Corpus Domini,19,6,2025,100,Vatican City,2025-06-19,VA
The Feasts of Saints Peter and Paul,29,6,2025,100,Vatican City,2025-06-29,VA
Day of the Assumption of Mary,15,8,2025,100,Vatican City,2025-08-15,VA
Assumption Day Holiday,16,8,2025,100,Vatican City,2025-08-16,VA
All Saints' Day,1,11,2025,100,Vatican City,2025-11-01,VA
All Souls' Day,2,11,2025,100,Vatican City,2025-11-02,VA
Feast of the Immaculate Conception,8,12,2025,100,Vatican City,2025-12-08,VA
Christmas Eve,24,12,2025,100,Vatican City,2025-12-24,VA
Christmas Day,25,12,2025,100,Vatican City,2025-12-25,VA
St Stephen's Day,26,12,2025,100,Vatican City,2025-12-26,VA
New Year's Eve,31,12,2025,100,Vatican City,2025-12-31,VA
New Year's Day,1,1,2026,100,Vatican City,2026-01-01,VA
Epiphany,6,1,2026,100,Vatican City,2026-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2026,100,Vatican City,2026-02-11,VA
Anniversary of the election of Pope Francis,13,3,2026,100,Vatican City,2026-03-13,VA
St Joseph's Day,19,3,2026,100,Vatican City,2026-03-19,VA
Good Friday,3,4,2026,100,Vatican City,2026-04-03,VA
Holy Saturday,4,4,2026,100,Vatican City,2026-04-04,VA
Easter Sunday,5,4,2026,100,Vatican City,2026-04-05,VA
Easter Monday,6,4,2026,100,Vatican City,2026-04-06,VA
St George's Feast,23,4,2026,100,Vatican City,2026-04-23,VA
Feast of St Joseph the Worker,1,5,2026,100,Vatican City,2026-05-01,VA
Ascension Day,14,5,2026,100,Vatican City,2026-05-14,VA
Corpus Domini,4,6,2026,100,Vatican City,2026-06-04,VA
The Feasts of Saints Peter and Paul,29,6,2026,100,Vatican City,2026-06-29,VA
Day of the Assumption of Mary,15,8,2026,100,Vatican City,2026-08-15,VA
Assumption Day Holiday,16,8,2026,100,Vatican City,2026-08-16,VA
All Saints' Day,1,11,2026,100,Vatican City,2026-11-01,VA
All Souls' Day,2,11,2026,100,Vatican City,2026-11-02,VA
Feast of the Immaculate Conception,8,12,2026,100,Vatican City,2026-12-08,VA
Christmas Eve,24,12,2026,100,Vatican City,2026-12-24,VA
Christmas Day,25,12,2026,100,Vatican City,2026-12-25,VA
St Stephen's Day,26,12,2026,100,Vatican City,2026-12-26,VA
New Year's Eve,31,12,2026,100,Vatican City,2026-12-31,VA
New Year's Day,1,1,2027,100,Vatican City,2027-01-01,VA
Epiphany,6,1,2027,100,Vatican City,2027-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2027,100,Vatican City,2027-02-11,VA
Anniversary of the election of Pope Francis,13,3,2027,100,Vatican City,2027-03-13,VA
St Joseph's Day,19,3,2027,100,Vatican City,2027-03-19,VA
Good Friday,26,3,2027,100,Vatican City,2027-03-26,VA
Holy Saturday,27,3,2027,100,Vatican City,2027-03-27,VA
Easter Sunday,28,3,2027,100,Vatican City,2027-03-28,VA
Easter Monday,29,3,2027,100,Vatican City,2027-03-29,VA
St George's Feast,23,4,2027,100,Vatican City,2027-04-23,VA
Feast of St Joseph the Worker,1,5,2027,100,Vatican City,2027-05-01,VA
Ascension Day,6,5,2027,100,Vatican City,2027-05-06,VA
Corpus Domini,27,5,2027,100,Vatican City,2027-05-27,VA
The Feasts of Saints Peter and Paul,29,6,2027,100,Vatican City,2027-06-29,VA
Day of the Assumption of Mary,15,8,2027,100,Vatican City,2027-08-15,VA
Assumption Day Holiday,16,8,2027,100,Vatican City,2027-08-16,VA
All Saints' Day,1,11,2027,100,Vatican City,2027-11-01,VA
All Souls' Day,2,11,2027,100,Vatican City,2027-11-02,VA
Feast of the Immaculate Conception,8,12,2027,100,Vatican City,2027-12-08,VA
Christmas Eve,24,12,2027,100,Vatican City,2027-12-24,VA
Christmas Day,25,12,2027,100,Vatican City,2027-12-25,VA
St Stephen's Day,26,12,2027,100,Vatican City,2027-12-26,VA
New Year's Eve,31,12,2027,100,Vatican City,2027-12-31,VA
New Year's Day,1,1,2028,100,Vatican City,2028-01-01,VA
Epiphany,6,1,2028,100,Vatican City,2028-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2028,100,Vatican City,2028-02-11,VA
Anniversary of the election of Pope Francis,13,3,2028,100,Vatican City,2028-03-13,VA
St Joseph's Day,19,3,2028,100,Vatican City,2028-03-19,VA
Good Friday,14,4,2028,100,Vatican City,2028-04-14,VA
Holy Saturday,15,4,2028,100,Vatican City,2028-04-15,VA
Easter Sunday,16,4,2028,100,Vatican City,2028-04-16,VA
Easter Monday,17,4,2028,100,Vatican City,2028-04-17,VA
St George's Feast,23,4,2028,100,Vatican City,2028-04-23,VA
Feast of St Joseph the Worker,1,5,2028,100,Vatican City,2028-05-01,VA
Ascension Day,25,5,2028,100,Vatican City,2028-05-25,VA
Corpus Domini,15,6,2028,100,Vatican City,2028-06-15,VA
The Feasts of Saints Peter and Paul,29,6,2028,100,Vatican City,2028-06-29,VA
Day of the Assumption of Mary,15,8,2028,100,Vatican City,2028-08-15,VA
Assumption Day Holiday,16,8,2028,100,Vatican City,2028-08-16,VA
All Saints' Day,1,11,2028,100,Vatican City,2028-11-01,VA
All Souls' Day,2,11,2028,100,Vatican City,2028-11-02,VA
Feast of the Immaculate Conception,8,12,2028,100,Vatican City,2028-12-08,VA
Christmas Eve,24,12,2028,100,Vatican City,2028-12-24,VA
Christmas Day,25,12,2028,100,Vatican City,2028-12-25,VA
St Stephen's Day,26,12,2028,100,Vatican City,2028-12-26,VA
New Year's Eve,31,12,2028,100,Vatican City,2028-12-31,VA
New Year's Day,1,1,2029,100,Vatican City,2029-01-01,VA
Epiphany,6,1,2029,100,Vatican City,2029-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2029,100,Vatican City,2029-02-11,VA
Anniversary of the election of Pope Francis,13,3,2029,100,Vatican City,2029-03-13,VA
St Joseph's Day,19,3,2029,100,Vatican City,2029-03-19,VA
Good Friday,30,3,2029,100,Vatican City,2029-03-30,VA
Holy Saturday,31,3,2029,100,Vatican City,2029-03-31,VA
Easter Sunday,1,4,2029,100,Vatican City,2029-04-01,VA
Easter Monday,2,4,2029,100,Vatican City,2029-04-02,VA
St George's Feast,23,4,2029,100,Vatican City,2029-04-23,VA
Feast of St Joseph the Worker,1,5,2029,100,Vatican City,2029-05-01,VA
Ascension Day,10,5,2029,100,Vatican City,2029-05-10,VA
Corpus Domini,31,5,2029,100,Vatican City,2029-05-31,VA
The Feasts of Saints Peter and Paul,29,6,2029,100,Vatican City,2029-06-29,VA
Day of the Assumption of Mary,15,8,2029,100,Vatican City,2029-08-15,VA
Assumption Day Holiday,16,8,2029,100,Vatican City,2029-08-16,VA
All Saints' Day,1,11,2029,100,Vatican City,2029-11-01,VA
All Souls' Day,2,11,2029,100,Vatican City,2029-11-02,VA
Feast of the Immaculate Conception,8,12,2029,100,Vatican City,2029-12-08,VA
Christmas Eve,24,12,2029,100,Vatican City,2029-12-24,VA
Christmas Day,25,12,2029,100,Vatican City,2029-12-25,VA
St Stephen's Day,26,12,2029,100,Vatican City,2029-12-26,VA
New Year's Eve,31,12,2029,100,Vatican City,2029-12-31,VA
New Year's Day,1,1,2030,100,Vatican City,2030-01-01,VA
Epiphany,6,1,2030,100,Vatican City,2030-01-06,VA
Anniversary of the foundation of Vatican City,11,2,2030,100,Vatican City,2030-02-11,VA
Anniversary of the election of Pope Francis,13,3,2030,100,Vatican City,2030-03-13,VA
St Joseph's Day,19,3,2030,100,Vatican City,2030-03-19,VA
Good Friday,19,4,2030,100,Vatican City,2030-04-19,VA
Holy Saturday,20,4,2030,100,Vatican City,2030-04-20,VA
Easter Sunday,21,4,2030,100,Vatican City,2030-04-21,VA
Easter Monday,22,4,2030,100,Vatican City,2030-04-22,VA
St George's Feast,23,4,2030,100,Vatican City,2030-04-23,VA
Feast of St Joseph the Worker,1,5,2030,100,Vatican City,2030-05-01,VA
Ascension Day,30,5,2030,100,Vatican City,2030-05-30,VA
Corpus Domini,20,6,2030,100,Vatican City,2030-06-20,VA
The Feasts of Saints Peter and Paul,29,6,2030,100,Vatican City,2030-06-29,VA
Day of the Assumption of Mary,15,8,2030,100,Vatican City,2030-08-15,VA
Assumption Day Holiday,16,8,2030,100,Vatican City,2030-08-16,VA
All Saints' Day,1,11,2030,100,Vatican City,2030-11-01,VA
All Souls' Day,2,11,2030,100,Vatican City,2030-11-02,VA
Feast of the Immaculate Conception,8,12,2030,100,Vatican City,2030-12-08,VA
Christmas Eve,24,12,2030,100,Vatican City,2030-12-24,VA
Christmas Day,25,12,2030,100,Vatican City,2030-12-25,VA
St Stephen's Day,26,12,2030,100,Vatican City,2030-12-26,VA
New Year's Eve,31,12,2030,100,Vatican City,2030-12-31,VA
New Year's Day,1,1,2018,48,Venezuela,2018-01-01,VE
Carnival / Shrove Monday,12,2,2018,48,Venezuela,2018-02-12,VE
Carnival / Shrove Tuesday,13,2,2018,48,Venezuela,2018-02-13,VE
Palm Sunday,25,3,2018,48,Venezuela,2018-03-25,VE
Maundy Thursday,29,3,2018,48,Venezuela,2018-03-29,VE
Good Friday,30,3,2018,48,Venezuela,2018-03-30,VE
Easter Sunday,1,4,2018,48,Venezuela,2018-04-01,VE
Declaration of Independence,19,4,2018,48,Venezuela,2018-04-19,VE
Labor Day / May Day,1,5,2018,48,Venezuela,2018-05-01,VE
Ascension Day,10,5,2018,48,Venezuela,2018-05-10,VE
Corpus Christi,31,5,2018,48,Venezuela,2018-05-31,VE
Carabobo Battle,24,6,2018,48,Venezuela,2018-06-24,VE
Saint Peter and Saint Paul,29,6,2018,48,Venezuela,2018-06-29,VE
Independence Day,5,7,2018,48,Venezuela,2018-07-05,VE
Simón Bolívar's Birthday,24,7,2018,48,Venezuela,2018-07-24,VE
Flag's Day,3,8,2018,48,Venezuela,2018-08-03,VE
National Guard's Day,4,8,2018,48,Venezuela,2018-08-04,VE
Assumption of Mary,15,8,2018,48,Venezuela,2018-08-15,VE
Our Lady of Coromoto,11,9,2018,48,Venezuela,2018-09-11,VE
Indigenous Resistance's Day,12,10,2018,48,Venezuela,2018-10-12,VE
All Saints Day,1,11,2018,48,Venezuela,2018-11-01,VE
All Souls Day,2,11,2018,48,Venezuela,2018-11-02,VE
Aviation Day,27,11,2018,48,Venezuela,2018-11-27,VE
Christmas Eve,24,12,2018,48,Venezuela,2018-12-24,VE
Christmas Day,25,12,2018,48,Venezuela,2018-12-25,VE
New Year's Eve,31,12,2018,48,Venezuela,2018-12-31,VE
New Year's Day,1,1,2019,48,Venezuela,2019-01-01,VE
Carnaval Non-working Holiday,28,2,2019,48,Venezuela,2019-02-28,VE
Carnaval Non-working Holiday,1,3,2019,48,Venezuela,2019-03-01,VE
Carnival / Shrove Monday,4,3,2019,48,Venezuela,2019-03-04,VE
Carnival / Shrove Tuesday,5,3,2019,48,Venezuela,2019-03-05,VE
Power Outage National Holiday,11,3,2019,48,Venezuela,2019-03-11,VE
Power Outage National Holiday,12,3,2019,48,Venezuela,2019-03-12,VE
Power Outage National Holiday,26,3,2019,48,Venezuela,2019-03-26,VE
Palm Sunday,14,4,2019,48,Venezuela,2019-04-14,VE
Maundy Thursday,18,4,2019,48,Venezuela,2019-04-18,VE
Good Friday,19,4,2019,48,Venezuela,2019-04-19,VE
Easter Sunday,21,4,2019,48,Venezuela,2019-04-21,VE
Labor Day / May Day,1,5,2019,48,Venezuela,2019-05-01,VE
Ascension Day,30,5,2019,48,Venezuela,2019-05-30,VE
Corpus Christi,20,6,2019,48,Venezuela,2019-06-20,VE
Carabobo Battle,24,6,2019,48,Venezuela,2019-06-24,VE
Independence Day,5,7,2019,48,Venezuela,2019-07-05,VE
Simón Bolívar's Birthday,24,7,2019,48,Venezuela,2019-07-24,VE
Flag's Day,3,8,2019,48,Venezuela,2019-08-03,VE
National Guard's Day,4,8,2019,48,Venezuela,2019-08-04,VE
Assumption of Mary,15,8,2019,48,Venezuela,2019-08-15,VE
Our Lady of Coromoto,11,9,2019,48,Venezuela,2019-09-11,VE
Indigenous Resistance's Day,12,10,2019,48,Venezuela,2019-10-12,VE
All Saints Day,1,11,2019,48,Venezuela,2019-11-01,VE
All Souls Day,2,11,2019,48,Venezuela,2019-11-02,VE
All Saints Day observed,4,11,2019,48,Venezuela,2019-11-04,VE
Aviation Day,27,11,2019,48,Venezuela,2019-11-27,VE
Christmas Eve,24,12,2019,48,Venezuela,2019-12-24,VE
Christmas Day,25,12,2019,48,Venezuela,2019-12-25,VE
New Year's Eve,31,12,2019,48,Venezuela,2019-12-31,VE
New Year's Day,1,1,2020,48,Venezuela,2020-01-01,VE
Carnival / Shrove Monday,24,2,2020,48,Venezuela,2020-02-24,VE
Carnival / Shrove Tuesday,25,2,2020,48,Venezuela,2020-02-25,VE
